Code poste;Nom poste;Fonction;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste
B.AUS;BOIS D AUSSOIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.7150138888888895;45.223369444444444;45.2233694444, 6.71501388889
BORD7;BORDES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.2775722222222222;43.243947222222225;43.2439472222, -0.277572222222
SSAMO;ST-AMOUR;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.850488888888888;45.75508888888889;45.7550888889, 4.85048888889
LUXE;LUXE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.11654722222222223;45.89749722222222;45.8974972222, 0.116547222222
THIVI;THIVIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.9015694444444444;45.40996944444444;45.4099694444, 0.901569444444
VESAI;VESAIGNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.437741666666667;48.278441666666666;48.2784416667, 5.43774166667
S.COM;SURY-LE-COMTAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.200988888888889;45.54000277777778;45.5400027778, 4.20098888889
BXGEN;BEAUGENCY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.612086111111111;47.78521666666666;47.7852166667, 1.61208611111
SSV.E;ST-VULBAS-EST;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.261494444444445;45.79784444444444;45.7978444444, 5.26149444444
ANCIZ;ANCIZES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.8352833333333334;45.921366666666664;45.9213666667, 2.83528333333
PASIP;PASIPHAE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.4539083333333336;48.75910833333333;48.7591083333, 2.45390833333
BENFE;BENFELD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.575544444444445;48.37696388888889;48.3769638889, 7.57554444444
G.HAY;GRANDE-HAYE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.1828972222222223;48.12356388888889;48.1235638889, -1.18289722222
PORNI;PORNIC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.092905555555556;47.12971388888889;47.1297138889, -2.09290555556
VALDI;VALDIVIENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;0.6498805555555556;46.465652777777784;46.4656527778, 0.649880555556
CARQ5;CARQUEFOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.478713888888889;47.28485277777778;47.2848527778, -1.47871388889
B.ARC;BOURBON-L ARCHAMBAULT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0642916666666666;46.58022777777778;46.5802277778, 3.06429166667
PTET;LE PONTET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.866494444444444;43.98523333333333;43.9852333333, 4.86649444444
MAMBE;MAMBELIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.663769444444445;47.36720555555556;47.3672055556, 6.66376944444
TMB;T.M.B.;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.702661111111111;45.90578333333333;45.9057833333, 6.70266111111
RUMIL;RUMILLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.942997222222222;45.872036111111115;45.8720361111, 5.94299722222
AUMON;AUMONE (L );POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.955361111111111;45.865186111111115;45.8651861111, 5.95536111111
PEILL;PEILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.373766666666667;43.79183611111111;43.7918361111, 7.37376666667
GORBE;GORBELLA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.253536111111111;43.72992777777778;43.7299277778, 7.25353611111
PERIE;PERIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.4010527777777777;49.19470833333333;49.1947083333, -1.40105277778
TREBA;TREBAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.498466666666667;43.946263888888886;43.9462638889, 2.49846666667
BXVOI;BEAUVOIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.31755;45.121430555555555;45.1214305556, 5.31755
G.SYN;GRANDE-SYNTHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.279558333333333;51.01232777777778;51.0123277778, 2.27955833333
LOUPE;LOUPE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.9953166666666666;48.469300000000004;48.4693, 0.995316666667
EDGAR;EDGAR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.5339833333333334;49.4924;49.4924, 0.533983333333
BABLO;LES BABLONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.9174444444444445;48.52119166666667;48.5211916667, 3.91744444444
S.VES;SAUT-DE-VESOLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.804547222222222;43.537;43.537, 2.80454722222
SSMC5;ST-MARCELLIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.308583333333333;45.14591388888889;45.1459138889, 5.30858333333
LONG9;LONGUENESSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2283472222222223;50.744597222222225;50.7445972222, 2.22834722222
CHEVA;CHEVALET;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.6383;50.179674999999996;50.179675, 2.6383
C.BAR;CHAPELLE DU BARD (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.1000749999999995;45.430302777777776;45.4303027778, 6.100075
SABL5;SABLES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.736666666666666;45.08482222222222;45.0848222222, 5.73666666667
SSDID;ST-DIDIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.734652777777778;45.09294166666667;45.0929416667, 5.73465277778
D.INF;DRAC-INFERIEUR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.700811111111111;45.148244444444444;45.1482444444, 5.70081111111
VERPI;VERPILLIERE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.137936111111111;45.63070555555556;45.6307055556, 5.13793611111
MIONS;MIONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;4.974691666666667;45.67454166666666;45.6745416667, 4.97469166667
LINGU;LINGUET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.065633333333333;49.267825;49.267825, 4.06563333333
C.NEU;COUPELLE NEUVE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.0964722222222223;50.49953055555556;50.4995305556, 2.09647222222
SORRU;SORRUS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.7216472222222223;50.455600000000004;50.4556, 1.72164722222
MENUS;MENUS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2354166666666666;48.847658333333335;48.8476583333, 2.23541666667
SAMER;SAMER;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.7398305555555555;50.610086111111116;50.6100861111, 1.73983055556
OSTRO;OSTROHOVE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6340861111111111;50.716572222222226;50.7165722222, 1.63408611111
MEXY;MEXY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.76815;49.50391944444444;49.5039194444, 5.76815
THIE5;THIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.5297;45.85487777777778;45.8548777778, 3.5297
GOUZO;GOUZON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.2410194444444445;46.18559444444444;46.1855944444, 2.24101944444
VLERB;VILLERBON;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;1.3291333333333333;47.648919444444445;47.6489194444, 1.32913333333
VENAR;VENAREY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.432358333333334;47.540425;47.540425, 4.43235833333
GISSE;GISSEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.5823583333333335;47.51488888888889;47.5148888889, 4.58235833333
ZDUV5;PIQUAGE A DUVIGNEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.158011111111111;51.01335;51.01335, 2.15801111111
C.FO6;CAILLOUX-SUR-FONTAINES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.898758333333332;45.86483333333334;45.8648333333, 4.89875833333
PRODA;PRODAIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.118925;49.41647222222222;49.4164722222, 2.118925
MUHLB;MUHLBACH;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;7.555916666666667;47.907355555555554;47.9073555556, 7.55591666667
LOUIS;LOUISFERT;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-1.4409833333333333;47.680480555555555;47.6804805556, -1.44098333333
ROSPE;ROSPEZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-3.4031305555555553;48.724383333333336;48.7243833333, -3.40313055556
ODON;ODON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.5299555555555556;49.19200277777777;49.1920027778, -0.529955555556
LANE6;LANEUVELOTTE II;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.289411111111111;48.7029;48.7029, 6.28941111111
MTAGN;MONTAGNY (LES BEAUNE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.845669444444444;47.00108055555555;47.0010805556, 4.84566944444
SAONN;SAONNET;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.8898972222222222;49.2587;49.2587, -0.889897222222
CABES;CABESTANY;POSTE DE TRANSFORMATION;ACCORD ADMINISTRATIF;63kV;2.923286111111111;42.686055555555555;42.6860555556, 2.92328611111
CHAV6;CHAVANOD;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.081191666666666;45.89437777777778;45.8943777778, 6.08119166667
B.ETO;BELLE-ETOILE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.846038888888889;45.69210833333333;45.6921083333, 4.84603888889
BAILL;BAILLEUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.723502777777778;50.738375;50.738375, 2.72350277778
BUGEL;BUGELLERIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.34403055555555556;46.60830555555556;46.6083055556, 0.344030555556
CANNE;CANNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.025052777777778;43.55701666666666;43.5570166667, 7.02505277778
DOUV6;DOUVRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.3943444444444445;49.27711111111111;49.2771111111, -0.394344444444
CIOTA;CIOTAT (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.5994111111111105;43.18557777777777;43.1855777778, 5.59941111111
MOURE;MOUREMBOZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.137391666666667;46.863625;46.863625, 6.13739166667
CXMON;CHAUMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.3590861111111111;46.63203611111111;46.6320361111, 0.359086111111
P.ETI;PAPETERIES-ETIENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.60905;43.673944444444444;43.6739444444, 4.60905
P.VAU;PRES-DE-VAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.044591666666666;47.227250000000005;47.22725, 6.04459166667
CHEV6;CHEVAIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.13766666666666666;48.42046111111111;48.4204611111, 0.137666666667
F.BER;FERTE-BERNARD (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6387583333333333;48.197427777777776;48.1974277778, 0.638758333333
EUROP;EUROPORT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;4.201163888888889;48.76913888888889;48.7691388889, 4.20116388889
C.LOI;CHATEAUNEUF-SUR-LOIRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.197261111111111;47.85927777777778;47.8592777778, 2.19726111111
S.LOI;SULLY-SUR-LOIRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.3577250000000003;47.75779444444444;47.7577944444, 2.357725
MURIG;MURIGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.0180388888888885;49.216861111111115;49.2168611111, 4.01803888889
GRIPO;GRIPOY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.760136111111111;47.955200000000005;47.9552, 2.76013611111
SSCH5;ST-MARTIN-LA-CHAMBRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.320961111111111;45.36439444444444;45.3643944444, 6.32096111111
ANDR5;ANDRAYE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.294755555555556;45.461911111111114;45.4619111111, 6.29475555556
SSJOU;SAINT-LAURENT-DE-JOURDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.5515111111111112;46.406730555555555;46.4067305556, 0.551511111111
BOUZO;BOUZONVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.517516666666666;49.29732222222222;49.2973222222, 6.51751666667
F.RAF;FEYZIN RAFFINERIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.845036111111111;45.67735833333333;45.6773583333, 4.84503611111
VALS;VALS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.367161111111111;44.6508;44.6508, 4.36716111111
SALEL;SALELLES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.109602777777777;44.426655555555556;44.4266555556, 4.10960277778
ALLIE;ALLIERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.497044444444445;46.02945555555556;46.0294555556, 4.49704444444
DOUAR;DOUARNENEZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.309166666666666;48.07443333333334;48.0744333333, -4.30916666667
CALCE;CALCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.7742583333333335;42.73216388888889;42.7321638889, 2.77425833333
ENNER;ENNERY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.229288888888889;49.232;49.232, 6.22928888889
BERAN;BERANVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.5586416666666667;49.033366666666666;49.0333666667, 1.55864166667
BODUT;BODUT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.22304166666666667;46.085436111111115;46.0854361111, 0.223041666667
MANOM;MANOM;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.1768277777777785;49.367916666666666;49.3679166667, 6.17682777778
BENY;BENY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.296436111111111;46.31806111111111;46.3180611111, 5.29643611111
P.MAC;PLESSIS-MACE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.6448388888888889;47.55008888888889;47.5500888889, -0.644838888889
VALL9;VALLADE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.18063888888888888;45.55979444444444;45.5597944444, 0.180638888889
MAILL;MAILLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.6443;47.60523611111111;47.6052361111, 3.6443
PRRTT;PIERRETTE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.9924833333333334;50.62329166666667;50.6232916667, 2.99248333333
M.MA5;MT-SAINT-MARTIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.7598972222222224;49.54104722222222;49.5410472222, 5.75989722222
UGIN6;UGINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.4322083333333335;45.74883611111111;45.7488361111, 6.43220833333
C.RO5;CHOISY-LE-ROI;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.416808333333333;48.75951944444444;48.7595194444, 2.41680833333
SANIL;SANILHAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.6860444444444445;45.14335555555556;45.1433555556, 0.686044444444
TEIL;LE TEIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.691833333333333;44.539699999999996;44.5397, 4.69183333333
ARVAN;ARVAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.323297222222222;45.25270833333333;45.2527083333, 6.32329722222
C.MER;CAGNES-SUR-MER;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.130758333333333;43.661538888888884;43.6615388889, 7.13075833333
RIOU;RIOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6837055555555556;47.49274166666667;47.4927416667, 1.68370555556
HOSTE;HOSTENS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.6259583333333334;44.48594722222222;44.4859472222, -0.625958333333
J.BRU;JEAN BRUNHES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.420813888888889;43.59999444444445;43.5999944444, 1.42081388889
BELIE;BELIET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.7815833333333334;44.51975;44.51975, -0.781583333333
GOUR6;GOURDON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.388625;44.74438611111111;44.7443861111, 1.388625
CLAVA;CLAVAUX (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.888836111111111;45.07946666666667;45.0794666667, 5.88883611111
SIRMI;SIRMIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-1.4123861111111111;46.63393888888889;46.6339388889, -1.41238611111
BETJA;BETJANOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.12944444444444445;44.32899722222223;44.3289972222, 0.129444444444
GRUES;GRUES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.3191916666666668;46.37184166666667;46.3718416667, -1.31919166667
TILLE;TILLENAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.372316666666666;47.19488611111111;47.1948861111, 5.37231666667
GAMBS;GAMBSHEIM;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.9120388888888895;48.68465;48.68465, 7.91203888889
ILLKI;ILLKIRCH;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.729580555555556;48.51985;48.51985, 7.72958055556
TEIL2;TEILLET (-ARGENTY);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.5351805555555553;46.24125;46.24125, 2.53518055556
AIGUI;AIGUILLON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.33994444444444444;44.2679;44.2679, 0.339944444444
CHAGN;CHAGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.748658333333333;46.90564444444444;46.9056444444, 4.74865833333
LOSCO;LOSCOAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-4.496691666666667;48.425533333333334;48.4255333333, -4.49669166667
JARNE;JARNE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0810333333333333;46.133897222222224;46.1338972222, -1.08103333333
RAN.P;RANCE-POSTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-2.03255;48.617108333333334;48.6171083333, -2.03255
V.PAU;VILLERS-SAINT-PAUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.509025;49.29148055555555;49.2914805556, 2.509025
CZCEL;COURCELLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3102277777777775;48.873894444444446;48.8738944444, 2.31022777778
CASTI;CASTILLON;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;6.539138888888889;43.8777;43.8777, 6.53913888889
SERQU;SERQUIGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.7217722222222223;49.12670277777778;49.1267027778, 0.721772222222
THIOT;THIOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.04353611111111111;48.758297222222225;48.7582972222, -0.0435361111111
GYSSE;GYSSERIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.600497222222222;46.83426666666667;46.8342666667, 5.60049722222
YENNE;YENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.777561111111111;45.70869722222223;45.7086972222, 5.77756111111
GOUTR;GOUTRENS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.4053305555555555;44.44391944444444;44.4439194444, 2.40533055556
CURSO;CURSON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.9343972222222225;45.053124999999994;45.053125, 4.93439722222
DONJO;DONJON (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.7983833333333332;46.36256388888889;46.3625638889, 3.79838333333
P.CAS;PONT-DU-CASSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.6499888888888888;44.21993333333334;44.2199333333, 0.649988888889
BEINH;BEINHEIM;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;8.099111111111112;48.86174444444445;48.8617444444, 8.09911111111
BUTTE;BUTTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.2122333333333333;48.226172222222225;48.2261722222, -1.21223333333
DOUAI;DOUAIRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.3827277777777778;48.03820277777778;48.0382027778, -1.38272777778
RUPRE;RUPREUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.416425;49.366480555555555;49.3664805556, 3.416425
CAIL;CAIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;3.380158333333333;50.32704444444445;50.3270444444, 3.38015833333
MARN5;MARNIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.405961111111111;49.00898333333333;49.0089833333, 1.40596111111
SSBAI;ST-PIERRE-DE-BAILLEUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.372175;49.1271;49.1271, 1.372175
COLAY;COLAYRAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.5639000000000001;44.22751944444445;44.2275194444, 0.5639
LAURO;LAURONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.013316666666666;43.38560277777778;43.3856027778, 5.01331666667
REVIN;REVIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.641788888888889;49.93012222222222;49.9301222222, 4.64178888889
BALAR;BALARUC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.7069666666666667;43.44515277777777;43.4451527778, 3.70696666667
CAZER;CAZERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.083611111111111;43.21285833333334;43.2128583333, 1.08361111111
LAPOU;LAPOUTROIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.182488888888889;48.14268888888889;48.1426888889, 7.18248888889
COLMA;COLMAR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.350975;48.09204722222223;48.0920472222, 7.350975
FRANG;FRANGEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.074791666666666;47.785380555555555;47.7853805556, 4.07479166667
WATTI;WATTIGNIES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.0627805555555554;50.59269722222223;50.5926972222, 3.06278055556
SEGON;SEGONNAUX (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.644141666666666;43.75234444444445;43.7523444444, 4.64414166667
ROU.N;ROUBAIX-NORD;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.1725;50.70308055555556;50.7030805556, 3.1725
LANN6;LANNILIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.5459249999999995;48.54387222222222;48.5438722222, -4.545925
C.FOU;CHAMP-FOURNIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.181508333333333;46.80354444444444;46.8035444444, 5.18150833333
MORLA;MORLAIX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.841025;48.58925833333333;48.5892583333, -3.841025
CLEDE;CLEDER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.133336111111111;48.644711111111114;48.6447111111, -4.13333611111
SENNE;SENNECEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.873191666666667;46.65108055555555;46.6510805556, 4.87319166667
CAZED;CAZEDARNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0429916666666665;43.41952222222222;43.4195222222, 3.04299166667
SSLON;ST-MARTIN-DE-LONDRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.7387722222222224;43.78146944444445;43.7814694444, 3.73877222222
DECIN;DECINES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.935683333333333;45.75112222222222;45.7511222222, 4.93568333333
PORTA;PORTA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.8220916666666667;42.52395277777778;42.5239527778, 1.82209166667
T.FRO;TERRES-FROIDES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.668552777777778;45.194852777777776;45.1948527778, 6.66855277778
CHEVI;CHEVILLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3653;48.774055555555556;48.7740555556, 2.3653
E.HUC;EMILE-HUCHET;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.703488888888889;49.15224166666667;49.1522416667, 6.70348888889
MIRA5;MIRAMAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;HORS TENSION;4.985727777777778;43.579102777777784;43.5791027778, 4.98572777778
BOGNY;BOGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.7495666666666665;49.86069444444445;49.8606944444, 4.74956666667
SSAST;ST-ASTIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.5332861111111111;45.15455;45.15455, 0.533286111111
ORLY;ORLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.364575;48.74207222222223;48.7420722222, 2.364575
AUZAT;AUZAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.4778055555555556;42.76303055555555;42.7630305556, 1.47780555556
FLEUR;FLEURVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.8911138888888885;46.4628;46.4628, 4.89111388889
GUEUG;GUEUGNON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.075752777777778;46.60953055555556;46.6095305556, 4.07575277778
BELLE;BELLEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.693558333333334;45.76920277777778;45.7692027778, 5.69355833333
CATEA;CATEAU (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.5381805555555554;50.112769444444446;50.1127694444, 3.53818055556
